review_id,review_datePublished,review_jobTitle,review_worksFor,review_workLocation,review_ratingValue,rating_promotions,rating_skilldev,rating_culture,rating_worksatis,rating_salarybenifits,rating_jobsecurity,rating_worklifebal,likes,dislikes
review-46177122,2023-07-11,Jpam,Jio,"Baran, Rajasthan 325216",5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Best job and working knowledge ,Good working communication and work sitali
review-43076124,2023-05-07,State optimization engineer LTE -RF,Jio,Guwahati,4,1.0,5.0,5.0,3.0,1.0,5.0,5.0,You can develop your skills through company sponsored learning programs ,Salary. No slab maintain. You can get promoted without pay hike.
review-45032994,2023-06-20,Deployment Engineer,Jio,Meerut,5,2.0,3.0,4.0,3.0,3.0,4.0,3.0,Working experience is fine ,No time limit can work any day any time
review-39620045,2023-01-16,Advisor,Jio,,2,1.0,3.0,1.0,1.0,2.0,1.0,2.0,Only work from home ,"Promotion is based on nepotism not on performance only females get preference and relaxation TL ,Tm ,quality  members are corrupt if anyone  complains regarding work of seniors  they get terminated even HR team is involved in this the terminated  person is only given fake assurance. 
Overall corrupt work culture."
review-45111722,2023-06-22,Advisor,Jio,,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Good company good culture all good ,Nothing to write about company
review-45304366,2023-06-26,JHD assistance manager,Jio,Surat,2,1.0,1.0,2.0,1.0,4.0,1.0,1.0,Work life Ballance not good. ,There are not way of working envoirmen t in surat JC 01
review-45497904,2023-06-29,IP Core Manager,Jio,Ranchi,3,3.0,4.0,4.0,3.0,3.0,4.0,2.0,Familarism rather than professionalism ,Poor management attention on real worker
review-50446810,2023-10-03,Assistant Area Manager,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good company ,Very good empolyement.
review-47379900,2023-08-03,jio patnar b2b,Jio,New Delhi,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good job ,Inventory management jhunjhunu
review-41757671,2023-03-24,Associate,Jio,Navi Mumbai,3,3.0,4.0,5.0,3.0,2.0,3.0,3.0,"Working for official.
And rules and regulations.
Good service. ","Salary is less. Not satisfied
Fild work has to be done so cost of petrol is high.
And have troubling handling tools.
Can a person sit safety on a bike?"
review-44593764,2023-06-09,"Deputy Manager-LTE Protocol Testing ,RF Planning & Optimization engineer",Jio,Mumbai,4,3.0,4.0,4.0,4.0,3.0,5.0,4.0,Learing new things and exploring knowledge ,Company's appraisal policy compare to other companies is poor
review-44275306,2023-06-03,Advisor,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Work place and good employe , friendly good experience to reliance Jio ",Nothing
review-48805210,2023-09-01,employ,Jio,Surat,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,nice compny gor skill devlopment ,noting dislike
review-49722098,2023-09-19,Store Manager,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Everything is perfect I don't find any issues ,Nothing much all is good and green
review-51212150,2023-10-30,Jio JPM,Jio,Paonta Sahib,5,5.0,4.0,5.0,4.0,5.0,5.0,5.0,Work from good ,Working on the same from the good
review-53711790,2023-12-21,UJP Manager,Jio,Ballari,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Very bed kabhi bhi kisi ka bhi c bna dete h ,Very poor
review-43090360,2023-05-16,Vice President & Access NOC Head at Reliance Jio Infocomm at Mumbai,Jio,Navi Mumbai,3,1.0,1.0,1.0,1.0,3.0,4.0,2.0,Job security is good ,Too much of politics. There is a Airtel lobby of ex Airtel employees who trust only people who come from Airtel only. Bosses have double standards for their subordinates. HR intervention is non- existent. No avenues for improving your skills
review-45570548,2023-07-02,Fiber Engineer NLD,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I like the way of work in jio. It's very discipline and friendly working nature ,Nothing
review-50228410,2023-09-30,Material Coordinator,Jio,Siliguri,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Flexibility in working ,Nothing here for Dislike
review-36965539,2022-10-27,Store Manager,Jio,Office,3,1.0,2.0,1.0,3.0,2.0,1.0,3.0,I think this is a naming matter only because I am working in no 2 company in telecom that's it ,"There is no timing limit to work we started morning 7 am continue working after 9 pm and some times it's above 10 also and there is no security in job and no appraisal benifits and main thing employees self respect is not matter in this culture and only applies higher level jobs, Specialy store managers no working limit timings Repor"
review-48174628,2023-08-17,Salesforce Developer,Jio,Nellore,5,4.0,4.0,5.0,5.0,4.0,4.0,4.0,Yes i am in ,Yes I am in
review-44230152,2023-06-02,Mumbai,Jio,Navi Mumbai,4,2.0,4.0,3.0,3.0,2.0,4.0,4.0,"It is better place for higher position people, ok ok for entry level people ",No promotion in last 6 years
review-44289128,2023-06-03,Assistant Manager,Jio,Lucknow,2,1.0,1.0,1.0,1.0,2.0,1.0,2.0,Kuch bhi accha nhi hai ,Not jio company bahut jada bakwas log kaam karna aata nhi hai
review-45685464,2023-07-03,Civil Engineer,Jio,Hyderabad / Secunderabad,4,4.0,5.0,5.0,4.0,4.0,4.0,5.0,Yes I am really lucky thank u jio ,Not understand
review-49789434,2023-09-21,Sales Officer,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,all things are good ,no dislike
review-54641014,2024-01-18,Advisory Associate Solution Advisor,Jio,Bhopal,4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,It is suitable in working from home with mobile phones. ,It takes more than 9 hours of shift.
review-49043584,2023-09-08,Senier Executive  Engineer,Jio,Chandrapur,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No words to say......All Good ,Not to observe any dislike
review-53520420,2023-12-20,Back Office Staff,Jio,,3,3.0,4.0,4.0,4.0,2.0,2.0,2.0,I am like jio company in work ,No
review-57694410,2024-06-05,Senior Web Development Manager,Jio,Kolkata,4,4.0,3.0,3.0,3.0,5.0,4.0,4.0,The salary is nice. ,Aayush is a tyrant. He bosses around in subtle ways that his father does not know about.
review-43404756,2023-05-10,Help Desk Engineer,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes . Please allow me to work on remote team . ,Nothing else. Bt please check work progress in this field .
review-47501322,2023-08-04, Power Utility Engineer,Jio,Udaipur,3,2.0,2.0,4.0,3.0,2.0,2.0,3.0,White colaur job ,Third party recurit
review-47658840,2023-08-06,Team Lead,Jio,,5,4.0,5.0,4.0,4.0,3.0,5.0,3.0,I was working as a team leader and company provided all good things like management was too good and I really appreciate ,It support not provided on time
review-44033834,2023-05-27,Executive,Jio,Salem,5,4.0,5.0,5.0,4.0,4.0,5.0,4.0,All good..I'm impressed...working very good and ,Nothing to dislike .all good so nothing
review-46328952,2023-07-14,Senior Technical Project Manager,Jio,Bangalore / Bengaluru,4,3.0,3.0,3.0,4.0,4.0,3.0,4.0,Nothing much to mention here ,Nothing much to mention here
review-47955106,2023-08-11,Administration Manager,Jio,,5,5.0,5.0,5.0,5.0,2.0,5.0,5.0,I like it . Thats great job . ,NO
review-51283854,2023-10-17,ZTSM,Jio,Yavatmal,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Jio information ,I'm very happy
review-44393770,2023-06-06,Accountant ,Jio,Mumbai,5,4.0,4.0,5.0,5.0,5.0,5.0,5.0,"Friendly environment, can develop skills etc. ",Nothing to dislike
review-44397070,2023-06-06,Customer Care Executive,Jio,,2,1.0,5.0,4.0,5.0,5.0,4.0,4.0,"I am a sunil
Job in jio company
Costomer care ","Jio company
Customer care"
review-48894276,2023-09-03,Fibe Backhaul Network Planner And Desiner ,Jio,Mohali,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,All Good ,No one For Dislike
review-44815338,2023-06-16,Assistant Manager,Jio,Jankipuram Lucknow,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,One of the best company to work here and support from all senior management ,Nothing
review-48995436,2023-09-12,Chandigarh realince jio,Jio,Chandigarh,5,1.0,5.0,5.0,5.0,5.0,5.0,5.0,Good good company ,Likes good company
review-44070954,2023-05-28,Program Manager,Jio,Bkc,5,5.0,5.0,4.0,4.0,3.0,5.0,4.0,Best place to work. Calm environment and helping colleagues. ,Salary hike and work life balance
review-49985838,2023-09-25,Senior HR Executive,Jio,,3,1.0,5.0,3.0,3.0,2.0,5.0,2.0,Flexibility in team ,Unwanted pressure from other departments
review-14228699,2020-11-03,Back Office Executive,Jio,AURANGABAD maharashtra ,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,I am interested for that job ,Nothing
review-20821411,2021-08-08,HSO,Jio,Bokaro,4,3.0,4.0,3.0,3.0,4.0,4.0,3.0,Company is very good ... ,Fine
review-45945110,2023-07-06,Giga Fiber Engineer,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Jio fiber engineer ,Jio fiber engineer
review-45032326,2023-06-20,Deputy General Manager,Jio,Prayagraj / Allahabad,5,4.0,5.0,3.0,5.0,4.0,5.0,3.0,Trend setter ,As of now nothing that I can put in dislike
review-47272522,2023-08-02,Protocol Test Engineer,Jio,Navi Mumbai,3,2.0,3.0,3.0,3.0,2.0,3.0,2.0,Ok ok ok I don't have any words ,Okok ok
review-49867962,2023-09-23,Jio fiber,Jio,Jaipur,5,1.0,1.0,1.0,3.0,3.0,1.0,3.0,Nothing in company ,Staff Bed Behavior
review-46456434,2023-07-17,L1 Backhaul Engineer,Jio,Chennai,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Skill development and good learning ,Nothing
review-41083291,2023-03-14,Telecom,Jio,Guindy ,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Telecom networking department in this working learning quickly it self . Then knowledge of telecom networking to signals processing communication of technology ,Some time of networking error of weather changing times
review-46431096,2023-07-16,Assistant Manager Escalations,Jio,Navi Mumbai,4,3.0,3.0,4.0,3.0,4.0,4.0,3.0,Work place and ambience ,The way the work is managed
review-47778878,2023-08-08,Voice Support Officer,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very good job ,Yes no problem
review-46945658,2023-07-26,Senior Sales Executive,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Great company, also support employee every time .. jio is best company.. thank you jio family I am never forget your support ... Thanks a lot ",No dislikes
review-46312202,2023-07-24,Team Lead,Jio,Wardha,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Team work & Friendly Culture ,Not to be disclosed
review-46557706,2023-07-20,Business Development Executive,Jio,Bhopal,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,business development executive ,business development executive
review-16440829,2021-03-22,Master Supervisor-Deputy Manager,Jio,Hyderabad / Secunderabad,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,Nothing... ,"No Career growth, long duration working hours, no increments..."
review-44214086,2023-06-02,5G and LTE RAN Configuration Management,Jio,Mumbai,2,2.0,3.0,2.0,3.0,1.0,3.0,3.0,Not much satisfaction ,Increment is like nothing...salary  is different  from real package
review-47656692,2023-08-06,Msl,Jio,Hyderabad / Secunderabad,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Good for work 
Management good ",No dislikes in jio
review-44350708,2023-06-05,Assistant Manager,Jio,UPW MEERUT,2,3.0,4.0,2.0,2.0,1.0,4.0,1.0,I learn a lot of in technical ,"Work culture and senioer is not good ,lot of pressure ,do work day and night without allowamces"
review-51926604,2023-11-02,NOC Exicutive,Jio,Raichur,3,1.0,5.0,3.0,3.0,3.0,1.0,3.0,Good ,Torture from upside persons
review-49411150,2023-09-13,Workwomen,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good ,No it's amazing job
review-49359846,2023-09-12,Complain Manager,Jio,Lucknow,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Nothing is good ,Everything is fine
review-48792380,2023-08-31,Assistant Manager - Customer Service Delivery ,Jio,Navi Mumbai,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Great Place to Work ,Nothing
review-45657202,2023-07-03,Manager-Operations(Network SLP),Jio,Mumbai,3,3.0,2.0,3.0,3.0,3.0,3.0,5.0,Salary released on 30th of every month ,"Compensation was not good , many experience employees get under paid"
review-43893392,2023-05-23,Business Supply Chain operation Lead ,Jio,Nagpur,5,3.0,4.0,5.0,4.0,4.0,5.0,5.0,Working Culture is good here excellent management staff ,Appraisal are average as per performance
review-35632691,2022-09-11,Digital Repair Specialist,Jio,Mumbai,4,2.0,3.0,2.0,1.0,4.0,4.0,3.0,On time salary easy access of ess. ,SCP Stay connected plus program is the worst programm ever it is an KPI for employe.employee need to call the customer and make them recharge their number if recharge not done  employee have to recharge because of koi and pressure from Department Head Team.except FSM calling everything is good.Ambani sir Please Change this FSM SCP Ta
review-45705344,2023-07-04,Security and Loss Prevention,Jio,Bhubaneswar,5,2.0,5.0,2.0,2.0,5.0,5.0,5.0,No comments ,No comments . No comments.
review-48879448,2023-09-03,Product & Process Trainer,Jio,,3,1.0,4.0,2.0,3.0,2.0,4.0,3.0,Skills improvement ,Salary growth is very low almost no. No incentives.
review-52422656,2023-11-21,Reliance jio RE MIS,Jio,Dehradun,2,1.0,2.0,1.0,1.0,1.0,1.0,2.0,Very bad experience ,Environment is not comfortable work
review-47912940,2023-08-10,"Very bad working culture, new carrier growth no appreciation",Jio,Cg,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Nothing is good for service ,"Culture , career, pramotion, job transfer"
review-45248136,2023-06-24," Manager Operations and Maintenance: FTTX , Utility Infra and Optical Fiber",Jio,Ranchi,3,3.0,4.0,2.0,3.0,3.0,4.0,3.0,Growth is limited ,Growth is not as per basic and mandatory required.
review-49207790,2023-12-03,JPM,Jio,,5,5.0,5.0,3.0,4.0,5.0,5.0,5.0,Customer activities ,All is well
review-28831915,2022-05-04,Instrument Technician Data Center,Jio,Indore,4,4.0,5.0,4.0,5.0,3.0,4.0,3.0,All good ,Nothing
review-45449078,2023-06-28,Salesman,Jio,Faridabad,4,4.0,5.0,4.0,4.0,3.0,4.0,4.0,I want job jio company ,Nothing all is well
review-44659338,2023-06-11,Advisor,Jio,,3,1.0,3.0,4.0,2.0,2.0,4.0,4.0,"Average company, for freshers it's a good company ","No Appraisal,  No Incentive , Low salary"
review-50814446,2023-10-11,Customer Care Executive,Jio,,2,1.0,1.0,1.0,3.0,2.0,3.0,2.0,Not at all ,Team leader not talk properly 😞
review-47771920,2023-08-08,Customer Care Executive,Jio,,4,5.0,2.0,1.0,3.0,5.0,5.0,4.0,Yes work from home ,Nothing
review-36329963,2022-10-05,Process Trainer,Jio,,4,2.0,2.0,3.0,3.0,2.0,5.0,4.0,Definitely you will get work life balance once you join in Jio. More over till now they are provided WFH which is extra benefits. ,"Salary the major part, they are not even provide 30% hike in your previous CTC. Hr bargaining like Fish seller which is very bad. Work culture is like no one help you if you're stuck. So before join this organization make sure you are trained enough in your field so that you can do your work by yourself."
review-47568518,2023-08-04,Assistant Manager,Jio,Dakshin Dinajpur,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Reliance jio best' ..... ,"No dislike,"
review-45534770,2023-07-01,Assistant Manager,Jio,Chandigarh,5,4.0,4.0,5.0,5.0,4.0,4.0,5.0,40 likes about working at reliance ,4 dislikes about working at reliance
review-44856174,2023-06-17,jmd officer,Jio,Seoni,5,1.0,5.0,5.0,4.0,4.0,3.0,5.0,Good  place learning new skill ,Work load very much pressure sometimes
review-48639402,2023-09-08,Manager,Jio,Maharajpur chhatarpur madhya pradesh ,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good job to jio ,No
review-42596888,2023-04-20,Senior Manager,Jio,BKC Mumbai ,5,4.0,5.0,5.0,5.0,5.0,5.0,5.0,Very supporting seniors. ,"BKC office location, very poor transport facility due to construction work going on.This increases traveling time."
review-50282940,2023-10-01,Area FTTH Home Business  Lead,Jio,Guwahati,4,2.0,3.0,2.0,3.0,3.0,3.0,3.0,Multitasking and cross vertical work culture. ,Appraisal and PLI benifits.
review-50431528,2023-10-03,Team Manager,Jio,Navi Mumbai,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Not a good experience at all ,Not a good experience at all
review-49044600,2023-09-08,Senior Associate,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good company ,Nothing about disliked
review-44372678,2023-06-05,I m working as a jio point lead I have handle 13 onroll people,Jio,Namakal,4,4.0,4.0,3.0,3.0,4.0,4.0,3.0,"We will learn lots, actually I grow up as a leader  it's amazing experience. ",Work life balance is big question .....
review-47371050,2023-08-03,Assistant Manager Hrbp,Jio,Gurgaon / Gurugram,5,1.0,5.0,5.0,5.0,5.0,5.0,5.0,no need to fill ,no need to fill
review-50162098,2023-09-29,Loss Prevention Manager,Jio,Beed ambejogai,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Wonderful job place, culture ",Nothing
review-36665579,2022-10-16,Deputy Talent Acquisition Manager,Jio,RCP,1,1.0,5.0,5.0,5.0,1.0,5.0,3.0,"I have learned alot here, lot of learning opportunities. ","No hike no appraisal, Managers dont even care to listen when it comes to sharing your problems. They will just be sweet with you when they want you to complete targets. No growth not even role wise not even salary wise. Worst culture.They will make you work even after office hours, on saturdays also. No matter how good you are how ha"
review-43384946,2023-05-09,Dy GM - Fiber Home Connect & Care Head -Gujarat,Jio,Ahmedabad,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Reliance wants to work with ethic but their leaders does not allows to implement that ,No leadership skill in leaders
review-43264126,2023-05-08,CORE Utility Engineer,Jio,Surat,2,1.0,2.0,1.0,2.0,2.0,3.0,1.0,Large telecom sector with different domain to learn. ,"No Promotion
No increment
No development and opportunity."
review-49535078,2023-09-27,Customer Care Executive,Jio,,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Work from home facility is available ,There is nothing not to like
review-50156856,2023-09-28,RE Field Officer TL,Jio,Kolkata,3,3.0,4.0,4.0,4.0,3.0,2.0,4.0,"Skills development are very strong, easy to handle it. ","Job security very poor,"
review-53010290,2023-12-08,EB Coordinator,Jio,Jamshedpur,4,3.0,4.0,5.0,5.0,3.0,4.0,4.0,This is helpful for the employee ,Nothing
review-47519668,2023-08-04,Back Office Staff,Jio,,3,4.0,3.0,3.0,4.0,4.0,4.0,2.0,The company ia good ,Customer service
review-50742958,2023-10-10,Service Engineer,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very nice company 😄 ,No any complan
review-41107275,2023-03-03,Software Developer,Jio,,4,3.0,4.0,4.0,4.0,3.0,3.0,4.0,The work Environment is good and also the pressure is high but learning comes with it. ,Job Security and bonus perks are not attractive as compared to other competitors.
review-58662606,2024-07-12,Advisor,Jio,Nashik,3,1.0,2.0,1.0,1.0,1.0,2.0,4.0,Yes I also like a  confidance ,The time is not good for a shift
review-56330250,2024-03-26,Market Research & Insights - Other,Jio,New Delhi,5,3.0,4.0,5.0,4.0,3.0,3.0,4.0,"Knowledgeable people, train you better ",Nothing to dislike about
review-14240475,2020-11-04,Senior Executive,Jio,Gurgaon / Gurugram,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Every thing....u have to perform ,Nothing.... looking for another chance to work with great company
review-44091334,2023-06-10,Ftth Engineer,Jio,Chennai,5,1.0,5.0,5.0,5.0,1.0,1.0,3.0,Good company knowledge growth is much better. ,No benefit of employees
review-50787852,2023-10-12,Associate,Jio,New Delhi,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Solve the problem of customers ,No reasons
review-50616802,2023-10-06,Deputy Manager,Jio,Navi Mumbai,2,3.0,3.0,5.0,1.0,1.0,5.0,3.0,Office in Mumbai ,Work culture and politics
review-49681306,2023-09-18,Workman,Jio,,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Company is good. ,No very good
review-49532246,2023-09-16,Center Head,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes 👍 ha 😀 ,No
review-44952390,2023-06-18,Data Engineer -Assistant Manager,Jio,Navi Mumbai,3,2.0,3.0,1.0,2.0,3.0,4.0,3.0,Work opportunities are really good. ,"No work culture, no process."
review-43061464,2023-05-06,Costumer Service,Jio,,4,4.0,5.0,5.0,5.0,5.0,5.0,3.0,They provide work from home and give us good income sources to housewife ,No any dislike point about it
review-48269610,2023-08-19,Enterprises Channel Sales Manager - Metro and Type A,Jio,Patna,3,3.0,2.0,2.0,3.0,4.0,3.0,3.0,Pay packages ,"Un organised,  un planned"
review-49802092,2023-09-21,Assistant Territory Sales Manager,Jio,Mathura,5,5.0,5.0,5.0,5.0,5.0,5.0,3.0,6years work with jio infocom.com ,No
