,review_id,review_datePublished,review_author,review_jobTitle,review_worksFor,review_workLocation,review_ratingValue,review_bestRating,review_worstRating,rating_overall,rating_promotions,rating_skilldev,rating_culture,rating_worksatis,rating_salarybenifits,rating_jobsecurity,rating_worklifebal,likes,dislikes,work_details
6570,review-48264364,2023-08-19,Anonymous,Sales,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Better experience  for another jon ,No,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6571,review-47646668,2023-08-06,Anonymous,Food,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Bcz I want grow up ,No any reason,"['Work related travel:', '\xa0', 'This is a desk job.']"
6572,review-47166796,2023-07-31,Anonymous,Refinance Officer,Jio,,5,,,5,2.0,2.0,2.0,3.0,2.0,1.0,1.0,I  me inters ,I me inters,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6573,review-47119952,2023-07-30,Anonymous,Assistant Manager Enterprise Sales Officer,Jio,New Delhi,1,,,1,1.0,1.0,1.0,1.0,1.0,5.0,1.0,"Salary credit on time.
Job security is very good. ","Promotions are very bad.
Seniors will pressurise you to put papers.","['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6574,review-47485334,2023-08-04,Anonymous,Sales Officer,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good job ,Timeing isue for job,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6575,review-47666352,2023-08-17,Anonymous,Jio Point Manager,Jio,Barpeta,3,,,3,1.0,2.0,3.0,1.0,3.0,1.0,1.0,Jio ......... ............... ,Jio .................. .........,[]
6576,review-50212306,2023-09-29,Anonymous,Senior Engineer,Jio,Nagpur,5,,,5,1.0,3.0,3.0,3.0,3.0,3.0,3.0,Overall good ,Ftc rolls are very bad,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within Country.']"
6577,review-44178838,2023-06-01,Anonymous,Intern,Jio,Navi Mumbai,3,,,3,1.0,5.0,3.0,4.0,1.0,3.0,4.0,Work life balance is great for interns. ,"It is an unpaid internship 
Work culture is toxic.","['Work related travel:', '\xa0', 'This is a desk job.']"
6578,review-48098268,2023-08-15,Anonymous,Customer Service Executive,Jio,Kiratpur uttar pradesh ,5,,,5,4.0,5.0,5.0,5.0,4.0,5.0,5.0,I love it because it was supported to me when I worked with that. When I worked with that I have learnt many more. ,Some staff did not good but company was good.it seems to me need to company low  level employees.,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6579,review-47044884,2023-08-09,Anonymous,Jio fiber,Jio,Kadapa,4,,,4,4.0,4.0,5.0,4.0,4.0,5.0,4.0,Good  experience  in jio ,"Family problems  ,and salary","['Work related travel:', '\xa0', 'This is a desk job.']"
6580,review-51950178,2023-11-03,Anonymous,Reliance Jio Mart,Jio,Araria,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very good ,Very nice job,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6581,review-44049372,2023-07-30,Anonymous,Channel Sales Manager,Jio,Chennai,4,,,4,4.0,4.0,4.0,4.0,3.0,4.0,4.0,I would like to skill development opportunities and all types of projects will learn ,Salary,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6582,review-46992790,2023-07-27,Anonymous,Area Lead corporate services,Jio,Vadodara,3,,,3,2.0,2.0,3.0,3.0,3.0,4.0,4.0,Flexi hrs ,Increment and pramotion not happening on time,[]
6583,review-44953348,2023-06-29,Anonymous,JP Manager,Jio,Navi Mumbai,1,,,1,1.0,4.0,2.0,1.0,1.0,1.0,1.0,"NO LIKE ,nothing good here, forget your personal life ","Everything ,many more ,","['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6584,review-48936076,2023-09-05,Anonymous,Software Engineer Intern Trainee,Jio,,1,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Good campus and mentors are experienced ,Bad hr and very bad management low compensation,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6585,review-48349558,2023-08-21,Anonymous,Data Centre  Facility  LFL Manager,Jio,Mumbai,3,,,3,1.0,2.0,1.0,1.0,1.0,3.0,2.0,"1. Medical support to employee and family members is appreciated. 
2. Quick response for medical emergency. 
3. During Lockdown pick up and drop facility available. 
4. Process oriented company. ","1. No increment at all for new joined post Jul. 
2. No time fixed for PLI and Increment. 
3. Multiple reporting managers... 
4. Zero work life Balance. 
5. Very poor culture in Reliance.","['Work related travel:', '\xa0', 'This is a desk job.']"
6586,review-44300406,2023-06-03,Anonymous,Jio Point Manager,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Hard Working on the way ,This company is very good work,"['Work related travel:', '\xa0', 'This is a desk job.']"
6587,review-50495328,2023-10-04,Anonymous,Assistant Splicer ,Jio,Dehradun,1,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,If you want to make your life hell then come to Reliance. ,24 hours work,[]
6588,review-45183208,2023-06-23,Anonymous,Customer Care Executive,Jio,,5,,,5,3.0,5.0,5.0,3.0,5.0,5.0,5.0,Overall fesalty satisfaction ,Work is hard nd no promotion,"['Work related travel:', '\xa0', 'This is a desk job.']"
6589,review-50065674,2023-09-27,Anonymous,Sales Manager,Jio,Mairwa siwan,5,,,5,1.0,5.0,5.0,5.0,3.0,3.0,5.0,The way to work ,We feel like working from 6 am in the morning till 10 pm at night.,[]
6590,review-52495236,2023-11-23,Anonymous,Jdss,Jio,Neyyattinkara,4,,,4,2.0,2.0,2.0,3.0,1.0,4.0,1.0,No ,Salary not as much in the offer letter,[]
6591,review-45107124,2023-06-21,Anonymous,Assistant Manager,Jio,,3,,,3,2.0,1.0,2.0,1.0,2.0,5.0,5.0,"Work from home
Not much load ","No weekends off
Dynamic nature of shifts","['Work related travel:', '\xa0', 'This is a desk job.']"
6592,review-48506320,2023-08-24,Anonymous,Customer Executive,Jio,,1,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Nothing ,Ce is Very rude,"['Work related travel:', '\xa0', 'This is a desk job.']"
6593,review-46894658,2023-07-25,Anonymous,Fiber Engineer,Jio,Barrackpore,1,,,1,1.0,1.0,1.0,3.0,4.0,1.0,1.0,No is like ,Everything dislike,"['Work related travel:', '\xa0', 'This is a desk job.']"
6594,review-48220154,2023-08-18,Anonymous,Filed Salse Executive,Jio,Darbhanga,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes I like job In jio ,Nothing,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6595,review-43622540,2023-05-15,Anonymous,Fiber Engineer,Jio,Chaibasa,5,,,5,2.0,5.0,5.0,5.0,5.0,5.0,5.0,Behaviour of working and frankly working environment ,Not all that dislikes,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6596,review-24094095,2022-01-25,Anonymous,Customer Service Manager,Jio,Lucknow,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Reliance Jio Jobs are very good for people who work hard and with Honesty ,Nothing,[]
6597,review-48205186,2023-08-18,Anonymous,Jio Tellicalling,Jio,,5,,,5,4.0,4.0,4.0,4.0,4.0,4.0,5.0,Best company ,No best company at ji,"['Work related travel:', '\xa0', 'This is a desk job.']"
6598,review-48170060,2023-08-17,Anonymous,HSTL Assistant Manager,Jio,Kolkata,1,,,1,2.0,2.0,1.0,1.0,2.0,1.0,1.0,Nothing to like ,Everything to dislike,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6599,review-35053777,2022-08-23,Anonymous,Jio Point Manager,Jio,Jio point store,1,,,1,2.0,1.0,1.0,1.0,4.0,5.0,1.0,Salary on time ..... And the processes on ess.jio.com....and job security ,"Worse job ever...!!! 
1.Daily sales Target.
2.Daily 5-6 Video conferencing calls 🤙 meetings
3.You could hardly get the actual expenses.... because of their jio beat planner software..... every place is outside radius...and for outside radius you don't get expenses.
4. On Sunday you have to do minimum 70-80 calls to the customers ...","['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6600,review-53659902,2023-12-21,Anonymous,Jio channel sales lead,Jio,East Godavari,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Learning new things ,No comments,[]
6601,review-44622244,2023-06-09,Anonymous,Nitin,Jio,New Delhi,1,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Jio 
mein hamen kam karna bahut pasand hai ",Jio mein kam karna main bahut pasand hai,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6602,review-43735918,2023-05-18,Anonymous,Work Manager,Jio,,5,,,5,5.0,5.0,5.0,4.0,5.0,5.0,5.0,👍about working at jio likes 🥰😍👍 ,Working at jio no dislikes 🥰,"['Work related travel:', '\xa0', 'This is a desk job.']"
6603,review-43713312,2023-05-18,Anonymous,Customer Service Advisor,Jio,Mumbai Pune ,5,,,5,4.0,5.0,4.0,5.0,4.0,5.0,4.0,Nice company i like to work here but now i want Cheng that wy ,No dislike.... because this company real very nice to work,"['Work days:', '\xa0Monday to Friday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
6604,review-48021532,2023-08-19,Anonymous,Supervisor,Jio,patalabari ,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very good company 👍 ,nice jio work,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6605,review-40528871,2023-02-13,Anonymous,NR5G Protocol Test Engineer,Jio,Navi Mumbai,4,,,4,4.0,3.0,2.0,4.0,3.0,4.0,2.0,Reliance jio platform limited organisation it's best but few dipartment culture and tokking behaviour is not good ,Not balance in work and life leave days comming to the office senior tokking behaviour is very bad,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6606,review-39639019,2023-01-17,Anonymous,Field Sales Executive,Jio,Mumbai,1,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Hi iam Abhishek giri It's very bad  A moment that i work with manager and Staff there are pressure to HSO For double booking it's is very bad situation that i loss my job in 20 days 200  HSO loss there's job why managers are safe ,There are Very bad situation in  JC14 of jio fiber there are not good Management in JC it's feel very trouble to work,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6607,review-48382400,2023-08-22,Anonymous,Accountant ,Jio,Navi Mumbai,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Ok comapny ,Not ok  compny,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6608,review-44809458,2023-06-15,Anonymous,Sr. Manager - JC Operations,Jio,Thane,1,,,1,1.0,4.0,1.0,1.0,3.0,1.0,1.0,Good office space and polite staff ,Very bad work culture,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6609,review-51514786,2023-10-22,Anonymous,Backhaul Engineer,Jio,Up,2,,,2,1.0,1.0,1.0,2.0,1.0,5.0,2.0,Secure job ,Promotions / Appraisal rating very bad,[]
6610,review-46263302,2023-07-12,Anonymous,Customer Care Executive,Jio,,3,,,3,2.0,2.0,3.0,2.0,1.0,5.0,4.0,Work from home ,No increment,"['Work related travel:', '\xa0', 'This is a desk job.']"
6611,review-45732138,2023-07-04,Anonymous,Team lead (Assistant Manager ) Home Delivery lead) B2C,Jio,Asansol,4,,,4,3.0,4.0,3.0,3.0,4.0,4.0,3.0,"Company is Good but huge pressure on work ,Get Salary in Time .Friendly environment.. ",No Time limit,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6612,review-48615244,2023-08-27,Anonymous,Assistant Manager,Jio,Sonipat,1,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Not growing ,Not growing only,[]
6613,review-48693060,2024-02-14,Anonymous,Jio Home Delivery Lead,Jio,Hyderabad / Secunderabad,3,,,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Using updated technology ,12 hours work timings,[]
6614,review-48304542,2023-08-20,Anonymous,Center Head,Jio,,1,,,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,Bal ,Bhsdk network khanki magii,"['Work related travel:', '\xa0', 'This is a desk job.']"
6615,review-44952184,2023-06-18,Anonymous,Network Engineer,Jio,Malout,5,,,5,1.0,1.0,1.0,1.0,1.0,2.0,5.0,Working ,In jio any time hcms can take resign from jfe without any reason,[]
6616,review-48359612,2023-08-21,Anonymous,Advisor,Jio,,1,,,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Salary part ,"Shif timing, team leader and manager behaviour so poor , management are not good.",[]
6617,review-44936864,2023-06-18,Anonymous,Chanel Sales Lead ,Jio,Farakka,4,,,4,5.0,5.0,2.0,2.0,2.0,5.0,4.0,More office & more employees ,Hr policy & working style,"[' ', 'Work timings:\xa0', 'Flexible Timings', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6618,review-46617198,2023-07-20,Anonymous,Activation Officer,Jio,Kolkata,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I am so happy ,Nothing,"['Work related travel:', '\xa0', 'This is a desk job.']"
6619,review-43401478,2023-05-10,Anonymous,Real Estates Manager ,Jio,Bangalore / Bengaluru,5,,,5,4.0,4.0,4.0,4.0,4.0,4.0,5.0,Good colleagues who support in personal and professional life. ,unwanted pressure on non doable things,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6620,review-57961752,2024-06-18,Anonymous,Assistant manager sales support analyst,Jio,Mumbai,1,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Nothing ,Evrything at state level the make fool to new employee,[]
6621,review-36869741,2023-06-24,Anonymous,Back Officer,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good service ,Nothing dislike it is a very good company,"['Work related travel:', '\xa0', 'This is a desk job.']"
6622,review-46564672,2023-07-19,Anonymous,Fiber Engineer NLD,Jio,Muzaffarnagar,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I want JIO NLD JOB ,I need this job,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6623,review-50827624,2023-10-11,Anonymous,Supervisor,Jio,,5,,,5,5.0,4.0,4.0,4.0,5.0,5.0,5.0,Yes working jio reliance ,No,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'International Travel.']"
6624,review-47810588,2023-08-08,Anonymous,otc call,Jio,Gorakhpur,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,BHT achal chal rhabua ,Nhi chahuye tha is wajhse chaid,[]
6625,review-46575088,2023-07-25,Anonymous,Customer Support Executive,Jio,,4,,,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Their Corelationship with customers is good ,Their customer support can be done more better,"['Work related travel:', '\xa0', 'This is a desk job.']"
6626,review-39240019,2023-01-05,Anonymous,sale Associat in Reliance Jio,Jio,Asansol,1,,,1,1.0,2.0,3.0,1.0,1.0,5.0,1.0,Reliance jio is very good company but same senior staff are use very bad language when he is talking with junior staff in conference con call.last 5 years no salary increment I have a pay slip... ,Very very poor company for staff.,"['Work related travel:', '\xa0', 'This is a desk job.']"
6627,review-46397444,2023-07-15,Anonymous,"Protocol Testing Engineer(Functional test , Regression Testing and Sanity testing )",Jio,Rk4,4,,,4,2.0,4.0,3.0,5.0,3.0,5.0,4.0,Job satisfaction ,Poor culture and support,"['Work related travel:', '\xa0', 'This is a desk job.']"
6628,review-46472754,2023-07-17,Anonymous,Customer Executive,Jio,,5,,,5,4.0,4.0,4.0,3.0,5.0,5.0,5.0,I am happy the job ,No,"['Work related travel:', '\xa0', 'This is a desk job.']"
6629,review-49357642,2023-09-12,Anonymous,Area HRBP,Jio,Ranchi,5,,,5,4.0,5.0,4.0,4.0,4.0,5.0,4.0,Jio is good learning institutions. ,Nothing,[]
6630,review-41247051,2023-03-19,Anonymous,Senior Executive Engineer,Jio,Akola,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Company culture , Salary at comitted time'balance work load ",Staff Helping culture and  everything observed excellent nothing to write about dislike.,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6631,review-50767816,2023-10-10,Anonymous,Acquisition RETL,Jio,Visakhapatnam,5,,,5,2.0,4.0,4.0,4.0,3.0,3.0,5.0,Good team work ,Management not supported,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6632,review-47545378,2023-08-04,Anonymous,JC Mobility Sales Lead Deputy Manager,Jio,Guntur,3,,,3,2.0,2.0,2.0,2.0,2.0,3.0,2.0,Job security. ,All poor things,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6633,review-53578802,2023-12-22,Anonymous,Supply Chain assistant  Manager,Jio,,5,,,5,3.0,4.0,5.0,4.0,5.0,5.0,5.0,All good ,Nothing to say,[]
6634,review-53527400,2023-12-20,Anonymous,Enterprise Trainer,Jio,Chennai,5,,,5,4.0,5.0,3.0,5.0,5.0,5.0,4.0,Good place to work. ,Nothing Specific,[]
6635,review-45345228,2023-06-26,Anonymous,Assistant Manager,Jio,Durgapur,1,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Nothing ........,........ ",Everything is just phathaic here ............,[]
6636,review-41882277,2023-03-27,Anonymous,Voice adviser,Jio,,4,,,4,4.0,4.0,3.0,4.0,3.0,3.0,4.0,It's best for womens ..   motivate & improvement itself .. .. & best stand for house wife & girls ,Work load so High & not improvement in  payments ..,"['Work related travel:', '\xa0', 'This is a desk job.']"
6637,review-45585484,2023-07-02,Anonymous,Home Lead - Sales Manager,Jio,Kolkata,5,,,5,5.0,5.0,4.0,5.0,4.0,5.0,5.0,Job Stables ,Don't see anything as of now,"['Work related travel:', '\xa0', 'This is a desk job.']"
6638,review-47453552,2023-08-03,Anonymous,Deputy Manager- HRBP,Jio,New Delhi,3,,,3,3.0,4.0,3.0,3.0,3.0,3.0,3.0,Timely salary ,Unnecessary call and followup.,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6639,review-46662380,2023-07-21,Anonymous,Dss,Jio,,4,,,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Work Is Good For Every person ,No One Thing Is Dislike,"['Work related travel:', '\xa0', 'This is a desk job.']"
6640,review-48061046,2023-08-14,Anonymous,Territory Manager(deputy manager),Jio,Xx,2,,,2,2.0,3.0,1.0,1.0,2.0,3.0,1.0,Lot of learning. ,Everything...no personal life.,[]
6641,review-54055104,2023-12-29,Anonymous,,Jio,,3,,,3,3.0,4.0,3.0,4.0,3.0,5.0,2.0,Mammoth task and delivery. Opportunity to grow in role as large team and multiple roles. Well recognised brand. ,"No empowerment, Salary hikes are minimal despite big profits. Central driven.",[]
6642,review-51951012,2023-11-03,Anonymous,work from home,Jio,,4,,,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,yes  I like this company ,no because,[]
6643,review-43261256,2023-05-08,Anonymous,Senior Network Engineer,Jio,Navi Mumbai,4,,,4,2.0,4.0,5.0,4.0,3.0,3.0,4.0,Overall good work experience and campus are also beautiful. ,Salary,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Strict Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
6644,review-38542113,2022-12-27,Anonymous,Sales Manager,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"I would like to thank all my team members and my hr for support and guidance during the time I spent here 
I have had a wonderful experience working with you over the past time period and have experienced tremendous personal and professional growth
I wish you and the entire team at company for their successful journey I have included",Increment in this company is not easy and if by chance increment happens then it is not upto the mark,"['Work related travel:', '\xa0', 'This is a desk job.']"
6645,review-42688954,2023-04-24,Anonymous,State PC Manager,Jio,PANindia ,5,,,5,1.0,4.0,4.0,4.0,3.0,4.0,4.0,Company chairman and investors always thinks about his employees wellness and growth. ,Appraisal and recognisation  is very pathetic.,"['Work related travel:', '\xa0', 'This is a desk job.']"
